,CountyID_x,mergeid,uniqueid,G18USSRROM_x,G18USSDWIL_x,G18USSIMCC_x,G18USSLBOW_x,G18USSCAAL_x,G18USSOWRI_x,geometry_x,joinid,G18USSCAAL_y,G18USSDWIL_y,G18USSIMCC_y,G18USSLBOW_y,G18USSOWRI_y,G18USSRROM_y,totals,geometry_y,OBJECTID_x,CountyID_y,VistaID_x,SubPrecinc_x,VersionNbr_x,EffectiveD_x,AliasName_x,Comments_x,RcvdDate_x,GlobalID_x,SHAPE_Leng_x,SHAPE_Area_x,OBJECTID_y,CountyID_x,VistaID_y,PrecinctID_x,SubPrecinc_y,VersionNbr_y,EffectiveD_y,AliasName_y,Comments_y,RcvdDate_y,GlobalID_y,SHAPE_Leng_y,SHAPE_Area_y,geometry_x,geometry_y,OBJECTID,CountyID_y,VistaID,PrecinctID_y,SubPrecinc,VersionNbr,EffectiveD,AliasName,Comments,RcvdDate,GlobalID,SHAPE_Leng,SHAPE_Area,_merge
37,18.0,WHT005,18-WHT005,196.0,217.0,6.0,12.0,5.0,0.0,"MULTIPOLYGON (((426201.9400000005 4491245.130000002, 426202.5799999997 4491244.990000001, 426224.1899999995 4491249.949999998, 426217.6100000013 4491209.36, 426284.9000000014 4491208.970000001, 426321.6900000003 4491204.95, 426443.4600000007 4491185.210000001, 426446.5400000008 4491182.869999998, 426435.3899999995 4491166.569999999, 426433.6300000004 4491134.05, 426518.5899999996 4491092.449999999, 426535.8899999999 4491115.71, 426587.7100000004 4491100.58, 426624.3600000006 4491069.9, 426717.0699999993 4491074.449999999, 426750.0499999993 4491070.45, 426800.6299999992 4491033.34, 426856.2499999995 4490992.390000001, 426872.5799999997 4490960.56, 426891.429999999 4490927.439999999, 426924.1799999989 4490882.82, 426968.4199999998 4490847.01, 427097.3800000008 4490753.590000001, 427103.7100000009 4490749.750000001, 427211.3599999994 4490703.42, 427210.8400000008 4490613.279999999, 427250.0399999992 4490585.130000002, 427291.7000000008 4490542.99, 427292.0699999996 4490542.04, 427256.5599999992 4490511.61, 427253.8200000011 4490516.710000001, 427239.1699999996 4490533.949999998, 427227.1599999999 4490543.83, 427221.3700000008 4490548.550000001, 427204.0300000003 4490559.49, 427183.48 4490570.789999999, 427163.5700000012 4490577.65, 427143.6400000001 4490582.390000002, 427131.0299999992 4490582.960000002, 427119.0100000007 4490583.52, 427097.0000000008 4490583.849999999, 427080.5800000012 4490583.9, 427031.0499999996 4490584.159999999, 427016.749999999 4490584.300000001, 427007.3900000002 4490648.27, 426986.7599999995 4490680.02, 426897.8500000007 4490730.820000001, 426835.9400000006 4490778.439999999, 426780.3800000007 4490849.88, 426724.8200000009 4490910.21, 426581.9400000013 4491045.140000002, 426520.0300000013 4491084.829999999, 426424.7800000013 4491130.869999999, 426270.7900000007 4491156.27, 426174.3899999997 4491156.27, 426175.5599999987 4491251.03, 426201.9400000005 4491245.130000002)), ((426420.2300000005 4491601.220000001, 426503.5699999993 4491531.77, 426568.4000000006 4491477.26, 426639.3000000006 4491418.119999999, 426639.3699999999 4491418.07, 426639.4700000004 4491418.159999999, 426643.6700000004 4491414.789999999, 426644.5100000008 4491414.119999998, 426656.5299999993 4491405.340000001, 426660.7300000015 4491402.300000001, 426671.7599999999 4491396.640000002, 426704.6199999993 4491379.890000001, 426715.5699999995 4491374.340000001, 426716.0099999998 4491374.109999998, 426716.7800000009 4491375.72, 426716.0400000011 4491373.710000001, 426740.1099999995 4491361.67, 426761.3999999996 4491350.67, 426784.2099999996 4491339.19, 426819.3499999989 4491320.1, 426878.1900000001 4491288.140000001, 426947.9999999992 4491249.66, 426985.6799999999 4491229.550000001, 426997.5300000008 4491222.99, 427017.4300000006 4491208.6, 427026.9500000003 4491199.489999999, 427062.8000000003 4491163.78, 427094.5100000008 4491125.449999999, 427122.2400000005 4491094.55, 427174.8099999997 4491035.25, 427206.1899999995 4491008.150000001, 427233.0800000009 4490985.16, 427278.1100000009 4490956.82, 427296.3200000009 4490946.659999999, 427331.030000001 4490929.090000001, 427383.360000001 4490908.1, 427421.7100000001 4490897.470000002, 427430.8099999995 4490894.930000001, 427469.9699999999 4490888.150000001, 427461.9299999999 4490839.490000001, 427453.9300000002 4490800.070000001, 427423.639999999 4490734.390000001, 427417.879999999 4490736.920000001, 427417.1700000004 4490735.329999999, 427407.0299999994 4490712.630000001, 427403.5200000001 4490704.75, 427402.8400000007 4490704.890000001, 427402.1900000002 4490703.429999999, 427334.3399999991 4490717.079999999, 427306.7000000011 4490781.74, 427261.3899999995 4490806.490000001, 427135.150000001 4490892.429999999, 427036.3800000005 4490938.239999999, 426975.559999999 4490978.58, 426945.8800000002 4491025.500000001, 426942.0200000001 4491036.859999999, 426919.1400000008 4491104.579999999, 426868.1899999998 4491131.83, 426832.0600000004 4491151.06, 426756.7700000005 4491191.21, 426698.7400000007 4491221.75, 426558.7400000002 4491257.760000001, 426516.5099999987 4491268.500000001, 426510.5400000007 4491280.439999999, 426508.7100000001 4491284.23, 426484.9099999999 4491308.669999999, 426401.379999999 4491328.810000001, 426318.4200000003 4491328.630000002, 426191.0399999995 4491382.400000001, 426176.6600000006 4491404.909999999, 426176.3499999999 4491580.640000002, 426220.3499999994 4491580.529999999, 426220.45 4491592.900000001, 426220.5900000008 4491609.75, 426220.5900000008 4491609.869999998, 426220.5999999997 4491610.09, 426224.2599999988 4491629.180000001, 426235.0999999994 4491681.910000001, 426177.7099999989 4491683.430000001, 426178.070000001 4491753.099999999, 426203.6500000004 4491752.75, 426215.7200000004 4491750.6, 426237.3200000011 4491744.720000002, 426260.7500000003 4491733.47, 426285.5800000009 4491712.77, 426346.1399999987 4491662.599999999, 426420.2300000005 4491601.220000001)))",18-WHT005,5,217,6,12,00000000,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
